v1,v2,text,label_url_v1,label_url_v2
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s10_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s10_vm3.wav,Tôi luôn ý thức với lời nói trên mạng.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s10_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s10_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s11_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s11_vm3.wav,Truyền đạt tri thức và đạo lý làm người.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s11_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s11_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s12_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s12_vm3.wav,Đến tận nhà thuyết phục học trò đi học.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s12_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s12_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s13_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s13_vm3.wav,Tôi dạy hai môn chính là tiếng Việt và toán.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s13_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s13_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s14_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s14_vm3.wav,Hiện tại có mười đến mười lăm em theo học.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s14_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s14_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s15_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s15_vf4.wav,Nhiều sinh viên cũng đến phụ cô dạy các em.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s15_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s15_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s16_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s16_vf4.wav,Bao nhiêu đó là tôi thấy đủ ấm lòng.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s16_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s16_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s17_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s17_vf4.wav,Mỗi đối thủ có lối chơi khác nhau.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s17_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s17_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s18_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s18_vf4.wav,Ngoài giảng dạy chúng tôi cũng phục vụ quân đội.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s18_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s18_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s19_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s19_vf4.wav,Trước đây mới sống với nhau thì không đúng lắm.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s19_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s19_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s20_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s20_vf0.wav,"Ông Tư phụ trách dạy các em nhỏ, bà Tư dạy những em lớn hơn.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s20_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s20_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s21_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s21_vf0.wav,"Ngày Nhà giáo Việt Nam, em thường nhắn tin chúc mừng tôi.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s21_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s21_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s22_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s22_vf0.wav,Cô Uyên tận dụng căn gác rộng khoảng hai mươi mét vuông để mở lớp.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s22_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s22_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s23_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s23_vf0.wav,"Từ lớp học của cô, nhiều học trò đã ra đời và thành công.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s23_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s23_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s24_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s24_vf0.wav,Sau khi gắn bó với lớp học tình thương khoảng mười chín năm.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s24_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s24_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s25_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s25_vf0.wav,"Ban đầu, tôi từ chối vì không có bằng sư phạm.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s25_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s25_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s26_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s26_vf0.wav,Hy vọng các học trò trở thành người có ích cho xã hội.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s26_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s26_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s27_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s27_vf0.wav,Cô Thiết phải đến tận nhà thuyết phục cha mẹ các em.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s27_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s27_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s28_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s28_vf0.wav,Nhưng giờ đây tôi tự thấy mình thay đổi rất nhiều.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s28_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s28_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s29_vf0.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s29_vf0.wav,Chính sự thay đổi đó khiến chồng tôi cũng thay đổi.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s29_vf0.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s29_vf0.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s30_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s30_vm2.wav,Chỗ nào không hiểu tôi đều có thể nhờ sự trợ giúp từ chồng.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s30_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s30_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s31_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s31_vm2.wav,Sau khi trải qua những thăng trầm trong cuộc sống hôn nhân.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s31_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s31_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s32_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s32_vm2.wav,Mình cứ làm đâu gọn đó mọi việc sẽ đâu vào đấy.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s32_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s32_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s33_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s33_vm2.wav,Tôi ý thức được rằng đó là việc cần thiết và nên làm.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s33_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s33_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s34_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s34_vm2.wav,Tất cả những điều đó ít nhiều đều mang lại thêm thu nhập.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s34_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s34_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s35_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s35_vm2.wav,Tôi vinh dự vì là một thành viên của mái trường này.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s35_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s35_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s36_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s36_vm2.wav,"Người thầy, người cô được ví như những kỹ sư tâm hồn.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s36_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s36_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s37_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s37_vm2.wav,Mỗi người có cách riêng để thể hiện tình yêu của mình với đối phương.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s37_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s37_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s38_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s38_vm2.wav,Nghề giáo là nghề nghiệp tạo ra môi trường hướng thiện nhiều nhất. ,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s38_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s38_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s39_vm2.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s39_vm2.wav,Phó giám đốc một chi nhánh ngân hàng bất ngờ bị bảo vệ đánh.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s39_vm2.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s39_vm2.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s40_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s40_vm3.wav,Người đàn ông được bà Trương Mỹ Lan tin tưởng giao quản lý.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s40_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s40_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s41_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s41_vm3.wav,Phải gác lại ước mơ đến trường để lao vào kiếm sống khi còn nhỏ.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s41_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s41_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s42_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s42_vm3.wav,"Bên cạnh các môn thực hành tôi có thể dạy lý luận, viết báo.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s42_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s42_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s43_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s43_vm3.wav,Xung quanh chợ Long Thành có rất đông xe ba gác bán các mặt hàng.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s43_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s43_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s44_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s44_vm3.wav,Các cầu thủ đã sẵn sàng và sẽ cố gắng để đạt kết quả tốt.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s44_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s44_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s45_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s45_vm3.wav,Các em có thể học lên cao hơn nếu có điều kiện.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s45_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s45_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s46_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s46_vm3.wav,"Nhiều nhà hảo tâm tìm đến để hỗ trợ, chung tay giúp cô mở lớp.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s46_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s46_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s47_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s47_vm3.wav,Tôi tham gia dạy ở lớp học tình thương để xóa mù chữ.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s47_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s47_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s48_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s48_vm3.wav,"Năm mười tám tuổi, khi đang là cán bộ công tác tại phường An Cư.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s48_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s48_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s49_vm3.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s49_vm3.wav,"Cuộc sống đã tương đối ổn định, anh Hoàng vẫn thường về thăm cô.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s49_vm3.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s49_vm3.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s50_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s50_vf4.wav,"Hạnh phúc nhất là khi nhìn thấy học trò biết đọc, biết viết.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s50_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s50_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s51_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s51_vf4.wav,"Khoảng bốn năm sau, cô được về dạy tại Trường Tiểu học Lê Quý Đôn.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s51_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s51_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s52_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s52_vf4.wav,"Tính tôi cầu toàn, chỉnh chu cho nên làm việc gì tôi cũng tận tâm.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s52_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s52_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s53_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s53_vf4.wav,Thậm chí có những lúc chúng tôi còn khóc cười trên sàn diễn.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s53_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s53_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s54_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s54_vf4.wav,Tôi có nhiều cơ hội cộng tác giảng dạy thêm với các trường bên ngoài.,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s54_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s54_vf4.wav
/data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s55_vf4.wav,/data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s55_vf4.wav,"Nhờ sự giúp đỡ của các mạnh thường quân, lớp học được xây mới lại.",https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version1/s55_vf4.wav,https://api.zalo.ai/ailab_video/label_supplier/tts_compare//data/luonghc/benchmark_zalotts_v2/compare_231127/version0/s55_vf4.wav
